156c4e1a 1aaa9c73 0911117926980eae
02692eba 1bf52b18 fffffca28e53ffb8
02692eba 1bf52b18 fffffca28e53ffb8
02692eba 1bf52b18 fffffca28e53ffb8
02692eba 13690d3a 004881b9d90d02de
1280600c 09fa1236 0108866548868624
1280600c 36c9fb67 2429d91e40864a24
1280600c 36c9fb67 2429d91e40864a24
0163e778 07b11c2a ffff9bfcd07f8ea8
0109ee69 07b11c2a ffffebf6988420a3
45ffcf8d 07b11c2a ffc5fdad6000087f
45ffcf8d 07b11c2a ffc5fdad6000087f
2017386b 07b11c2a fff5b0d1cc206879
2017386b 01e18ee5 00001002000c3e27
57c4cc99 12b510df 08429502a241df77
57c4cc99 01637b73 0108d54ca9440ffb
57c4cc99 0f732a82 ff52ed156370908b
57c4cc99 059c4ce6 0040a64dce6a603b
57c4cc99 206a9aa8 954852d65bac503c
0782728d 01729a7a fff192c21babc87f
006bb9db 01729a7a ffff3a335957fef9
1a00c60d 01729a7a ffce66090ba854ff
0a940c54 20de2efd 102a88a41c9fff04
832df26c 03d383ae ffef7caf07fcbfd4
832df26c 03d383ae ffef7caf07fcbfd4
832df26c 03d383ae ffef7caf07fcbfd4
832df26c 03d383ae ffef7caf07fcbfd4
0b980a78 03d383ae ffffba691382ff88
0b980a78 03d383ae ffffba691382ff88
0b980a78 1e89a40c 000099c39e3ff7a0
2a6755f0 1e89a40c 0010213843f7ff40
078b3513 0351872f 008225c89240187d
44400d12 0875422a ff5d7a91cd3128c6
05688ccb 5075bcbc 00100402ca0fdfd4
05688ccb 02e8720a 00840b234d1fa019
2dd1c473 9ad7fec9 e06691785adec9d7
08a7d367 9ad7fec9 f35065b331035dfb
08a7d367 080968c2 000062c71d0d8175
0e7fae54 080968c2 00003895b44141fc
0e7fae54 144997ed 0004635145040704
0e7fae54 144997ed 0004635145040704
0e7fae54 144997ed 0004635145040704
a145c6ed 1b011fb8 481140ffffffe4cc
20df92a6 28152d25 41104759aa0b873e
20df92a6 03a78b30 ffe1b1a909441f20
20df92a6 03a78b30 ffe1b1a909441f20
1425431e 181787e7 000000020280277a
260c0588 181787e7 0000000441001418
273f4a2b 181787e7 0000000400005e81
3fdf8767 01f54700 00010591294c1100
45c1e706 01f54700 0000113560402a00
45c1e706 047ade3f 008525402403fdfa
1bd7eadf 047ade3f 003409409041f7e1
1bd7eadf 020621a0 020450880c3ffe50
1bd7eadf 5997b8d3 120fa4d6c26014bd
1bd7eadf 0be95350 00000c0d241891b0
33a3c5b8 0be95350 00011506f94ed180
33a3c5b8 0be95350 00011506f94ed180
0db1bc65 0723abab fef7c20cc6c28907
07e2b697 4b718c37 0651ab4a54e52105
07e2b697 4b718c37 0651ab4a54e52105
46ffacfb 0ccc685e 02231865cd3e2075
0bab8eae 0ccc685e 0008a6cf5a955672
0bab8eae 0f0cd0fe 00000880a1ffff52
0bab8eae 0f0cd0fe 00000880a1ffff52
1a309d19 319b87ad efd635ab1c41f265
1a309d19 0bf96bbf 00005142181fffe7
1a309d19 0bf96bbf 00005142181fffe7
1a309d19 0bf96bbf 00005142181fffe7
1a309d19 0bf96bbf 00005142181fffe7
1a309d19 16ba1ef3 fc6c33a70c0c00bb
1a309d19 16ba1ef3 fc6c33a70c0c00bb
05020348 3c426599 00009044c2e44828
21566208 6cf2ae60 bd5d5ebc4ec20180
21566208 6cf2ae60 bd5d5ebc4ec20180
08cb656c 6cf2ae60 ee5a7b3a83200c40
08cb656c 6cf2ae60 ee5a7b3a83200c40
08cb656c 6cf2ae60 ee5a7b3a83200c40
08cb656c 154fb167 000046948c225284
08cb656c 154fb167 000046948c225284
08cb656c 154fb167 000046948c225284
322456ba 11f3ed82 000001264493502e
09f1bd90 11f3ed82 00000081082b00b0
02dace57 0a4e0b87 008124144684c105
02dace57 0a4e0b87 008124144684c105
02dace57 115b213a 0003b4afb497fa0d
02dace57 492f002a 0125d4d20280209d
02dace57 0c3f7f1f fffffffffffffdf9
01c4abab 0a03d876 0040204728509081
01c4abab 0d87d065 00040a4908e30567
1c97c469 1dacdec1 ff49f2976857f7e9
1c97c469 085a718d 0010659638150505
2baa2354 085a718d 0033621a498c8604
0b0d3090 085a718d 000e2629554c4e50
0b0d3090 085a718d 000e2629554c4e50
185c5aeb 266be7a1 26c3940da020017b
31bac327 1f9d3131 002052e296477d77
0f29b0b7 7051250f 20260aa64ac81f79
0f517ff4 7051250f 200508ee85693f4c
3164c4c0 1dd62c85 01124aa3134fd7c0
536ec28a 1dd62c85 0113e2b6dad223b2
536ec28a 346d1ad5 854cb33a25b558b2
1378f388 346d1ad5 20459f1e591543a8
046d07cd 24b11160 08922965a807ff70
046d07cd 24b11160 08922965a807ff70
10410472 24b11160 208618a084843760
44dbe770 24b11160 8914583611ff9500
44dbe770 24b11160 8914583611ff9500
448a777e 24b11160 8914aa5610041fa0
448a777e 590db7d9 02043299f5487c86
448a777e 0d18d290 02223eca6d340060
448a777e 0439f105 000440222080d376
448a777e 20cc0fe7 8932c99914000e7a
448a777e 20cc0fe7 8932c99914000e7a
448a777e 20da800b 881548ac8a4fffea
448a777e 32fc0961 8891468a00024ffe
2c140906 32fc0961 4ca21354a0120426
3197c7eb 32fc0961 662449a12609a07b
2b5226ff 32fc0961 462444c612184fff
2b5226ff 32fc0961 462444c612184fff
2b5226ff 32fc0961 462444c612184fff
16ff8452 2256ebba eaf140651001a4e6
1c44747f 2256ebba eebb9138354ffdc5
1c44747f 0454bb3f 00718035f48fdfc1
1c44747f 0454bb3f 00718035f48fdfc1
1c44747f 0454bb3f 00718035f48fdfc1
3eb510f3 5c6cdad4 e187bec6c4f015fc
3eb510f3 5c6cdad4 e187bec6c4f015fc
3eb510f3 4b506eca eb1349ee73859981
2cd49b84 40f0d17a 0000002a20a7f66c
2cd49b84 40f0d17a 0000002a20a7f66c
2cd49b84 40f0d17a 0000002a20a7f66c
0bc1748d 00c70eb3 fffe97cb3f204857
0acccd32 00c70eb3 fffe9f58899000f6
2a3545e4 3d1c43e9 001002020e00be94
2a3545e4 1fbba73d ffff8b0c6088fe54
27024f59 218b80dc 48051030c92061dc
24456225 218b80dc 488a26718020407c
02bfbfaa 8bc285db 023f1e68aaa040ce
004830d7 8bc285db 004621b3b350107d
004830d7 0792e2ab 0000090970cb981d
0ae17771 1048787c 000440aa9ffffe7c
0ae17771 0358d097 0108a55560929de3
1bdb03eb 2bf0c8f1 32100e4a682483fb
1bdb03eb 2bf0c8f1 32100e4a682483fb
1bdb03eb 2bf0c8f1 32100e4a682483fb
2798c52c 16e0b1ec 08c231411417ff50
2798c52c 117fc754 000005823020c5f0
2798c52c 117fc754 000005823020c5f0
2798c52c 117fc754 000005823020c5f0
2798c52c 5c184f55 0510820a2800e61c
02a6b3c0 22ea8754 fd4b26c088906f00
1cd301cf 29ee8079 308b2308203ffd53
1cd301cf 29ee8079 308b2308203ffd53
08c886a6 29ee8079 1185884e403ff40e
02b6a3dc 29ee8079 042446190008386c
48954112 29ee8079 95a80636c40080ca
48954112 128dc841 0814a166b885f592
3ab03abd 128dc841 06161b1da442bffd
3ab03abd 2af53ccc c82158a548a4219c
3ab03abd 2de571f6 60a18463c2a20037
3ab03abd 2de571f6 60a18463c2a20037
16bf73cd 2de571f6 2428aab13d29fb97
16bf73cd 149f3dec 0095ca28b04417fc
0a93c164 149f3dec 000090495c00fbf0
0a93c164 0317966f 01000632445ce0dc
54ac14f7 0317966f 0800a2c74820a059
54ac14f7 654c3d9d 00b95505c5414cbb
57af439c 654c3d9d 0a284dab5324edec
57af439c 654c3d9d 0a284dab5324edec
398cd211 0e85f546 0002110a0286f673
311a0fbc 16069ed5 0c4a329582883b2c
311a0fbc 098c7690 0010a915732130c0
311a0fbc 205cb9e2 4220121411f03f74
3dadc58c 205cb9e2 4029498f127003a4
0915017f 17738db7 feed5bd65272847d
0915017f 17738db7 feed5bd65272847d
0915017f 17738db7 feed5bd65272847d
0686f44b 17738db7 ff3711d16788c361
15fa974c 066b4701 fcf104791320174c
15fa974c 053b567a 00154ceccd411c84
15fa974c 0cb9ec32 0000853934222424
058325a5 02593175 008147188c088bf9
058325a5 065c6064 01219128860080f4
0b4f425e 065c6064 024226910c1171f8
2214c8a5 108561f6 0000884445c2841f
2214c8a5 108561f6 0000884445c2841f
4a9347b3 108561f6 000140493a6c3769
4a9347b3 108561f6 000140493a6c3769
4a9347b3 108561f6 000140493a6c3769
4a9347b3 1fb450a7 0008aa5a91305829
4a9347b3 1fb450a7 0008aa5a91305829
1b77f6a4 0074b74f ffcbacac719d7f5c
350d6623 0ac79b3c fbd4994d62253ff4
350d6623 0ac79b3c fbd4994d62253ff4
350d6623 0ac79b3c fbd4994d62253ff4
350d6623 1ab688f7 f18a56b9624a61e9
350d6623 0f06fd06 0008000c8101b969
1b1f7164 0f06fd06 000400050801e82c
233ae28f 0f06fd06 0008050a9205f7ad
5ec0c2a9 02a1a315 090836a2b444ffdd
1c97a40f 1d02c89a ffdcee9cd6e15835
1c97a40f 1d02c89a ffdcee9cd6e15835
1c97a40f 1d02c89a ffdcee9cd6e15835
80133d3b 7470b560 0244ee4051222010
80133d3b 7470b560 0244ee4051222010
80133d3b 7470b560 0244ee4051222010
084a5c52 7470b560 2128562d93c43f60
4245254e 7470b560 090855ca34481ea0
4245254e 7470b560 090855ca34481ea0
12894e2d 0e34f4b7 ffebf586e4d0c417
084d310a 0c9c94ff 004a0c13607ffef6
02153aa8 0c9c94ff 00121895609bcd58
02153aa8 0c9c94ff 00121895609bcd58
0526010d 103c1f74 0000000840010374
0526010d 0bc0097f 0000000020021ff3
019d3741 0bc0097f 000000082004f9ff
019d3741 0bc0097f 000000082004f9ff
